ID,Revision,Text,Location,Context,Actor,Voice Actor,Old Revision,Old Text,Old Translation,NewTranslation,Status,Warnings,Xbox Terminology/Whitespace/Status Warnings
-156,178241,Isla de Tucan,Lua/AchievementsData.lua(00817),xlast_text_351,,,178241,,,鵎鵼岛,OK,,
-155,178241,Dos Rios,Lua/AchievementsData.lua(00821),xlast_text_355,,,178241,,,双江岛,OK,,
-154,178241,Version,Lua/AchievementsData.lua(00825),xlast_text_359,,,178241,,,版本,OK,,
-153,174753,Random,Lua/AchievementsData.lua(00778),xlast_text_154,,,174753,,,随机,OK,,
-152,174753,Gamer Sigma,Lua/AchievementsData.lua(00798),xlast_text_32524,,,174753,,,路人乙,OK,,
-151,174753,Isla de Vapor,Lua/AchievementsData.lua(00818),xlast_text_352,,,174753,,,雾岛,OK,,
-150,174753,Win a Sandbox game on an island with Relentless Disasters,Lua/AchievementsData.lua(00659),achievement_howto_52,,,174753,,,在灾难发生率最高的海岛上赢得沙盒游戏胜利,OK,,
-149,174753,Won a Sandbox game on an island with Relentless Disasters,Lua/AchievementsData.lua(00657),achievement_description_52,,,174753,,,在灾难发生率最高的海岛上赢得沙盒游戏胜利,OK,,
-148,174753,To Live In Interesting Times,Lua/AchievementsData.lua(00661),achievement_name_52,,,174753,,,“我们活在一个有趣的时期”-狄更斯,OK,,
-147,174753,Win a Sandbox game on a Tiny island,Lua/AchievementsData.lua(00646),achievement_howto_51,,,174753,,,在极小的海岛上赢得一场沙盒游戏胜利,OK,,
-146,174753,Won a Sandbox game on a Tiny island,Lua/AchievementsData.lua(00644),achievement_description_51,,,174753,,,在极小的海岛上赢得一场沙盒游戏胜利,OK,,
-145,174753,Claustrophilia,Lua/AchievementsData.lua(00648),achievement_name_51,,,174753,,,孤独患者,OK,,
-144,174753,"Issue the ""Host the Olympics"" edict",Lua/AchievementsData.lua(00542),achievement_howto_50,,,174753,,,颁布“举办奥林匹克”法令,OK,,
-143,174753,"Issued the ""Host the Olympics"" edict",Lua/AchievementsData.lua(00540),achievement_description_50,,,174753,,,颁布“举办奥林匹克”法令,OK,,
-142,174753,... But To Take Part,Lua/AchievementsData.lua(00544),achievement_name_50,,,174753,,,……重在参与,OK,,
-141,174753,Issue 20 edicts in a single game,Lua/AchievementsData.lua(00165),achievement_howto_49,,,174753,,,在单场游戏中颁布20条政令,OK,,
-140,174753,Issued 20 edicts in a single game,Lua/AchievementsData.lua(00163),achievement_description_49,,,174753,,,曾在单场游戏中颁布20条政令,OK,,
-139,174753,Bureaucrat,Lua/AchievementsData.lua(00167),achievement_name_49,,,174753,,,勤政为民,OK,,
-138,174753,Amend the Constitution 6 times in a single game,Lua/AchievementsData.lua(00347),achievement_howto_48,,,174753,,,在单场游戏中6次修正宪法,OK,,
-137,178241,Amended the Constitution 6 times in a single game,Lua/AchievementsData.lua(00345),achievement_description_48,,,178241,,,曾在单场游戏中6次修正宪法,OK,,
-136,174753,Fundamental Principles,Lua/AchievementsData.lua(00349),achievement_name_48,,,174753,,,必须坚持基本原则不动摇,OK,,
-135,182064,Research all technologies at least once before the year 2005 in a single game,Lua/AchievementsData.lua(00568),achievement_howto_47,,,182064,,,在单场游戏中于公元2005年前将所有的科技研发完成,OK,,
-134,182064,Researched all technologies at least once before the year 2005 in a single game,Lua/AchievementsData.lua(00566),achievement_description_47,,,182064,,,曾在单场游戏中于公元2005年前将所有的科技研发完成,OK,,
-133,174753,For Science!,Lua/AchievementsData.lua(00570),achievement_name_47,,,174753,,,以科学的名义！,OK,,
-132,174753,Advance to the Modern Era before the year 1960,Lua/AchievementsData.lua(00308),achievement_howto_46,,,174753,,,在公元1960年前进入现代,OK,,
-131,174753,Advanced to the Modern Era before the year 1960,Lua/AchievementsData.lua(00306),achievement_description_46,,,174753,,,在公元1960年前进入现代,OK,,
-130,174753,Retro-futurism,Lua/AchievementsData.lua(00310),achievement_name_46,,,174753,,,复古未来主义的胜利,OK,,
-129,174753,Have 20 Guard Towers in a single game,Lua/AchievementsData.lua(00152),achievement_howto_45,,,174753,,,在单场游戏中拥有20座防御塔,OK,,
-128,174753,Had 20 Guard Towers in a single game,Lua/AchievementsData.lua(00150),achievement_description_45,,,174753,,,曾在单场游戏中拥有20座防御塔,OK,,
-127,174753,Tower Defense,Lua/AchievementsData.lua(00154),achievement_name_45,,,174753,,,让我们来玩塔防吧,OK,,
-126,174753,Have 5 Army Bases in a single game,Lua/AchievementsData.lua(00204),achievement_howto_44,,,174753,,,在单场游戏中有5个军事基地,OK,,
-125,174753,Had 5 Army Bases in a single game,Lua/AchievementsData.lua(00202),achievement_description_44,,,174753,,,曾在单场游戏中有5个军事基地,OK,,
-124,174753,Think Tanks,Lua/AchievementsData.lua(00206),achievement_name_44,,,174753,,,我有一个参谋团,OK,,
-123,174753,Survive an invasion from the USA,Lua/AchievementsData.lua(00594),achievement_howto_43,,,174753,,,在美国的入侵下幸存,OK,,
-122,174753,Survived an invasion from the USA,Lua/AchievementsData.lua(00592),achievement_description_43,,,174753,,,在美国的入侵下幸存,OK,,
-121,174753,The Bay Of Pigs,Lua/AchievementsData.lua(00596),achievement_name_43,,,174753,,,“猪湾战争”,OK,,
-120,174753,Survive a Military Coup,Lua/AchievementsData.lua(00607),achievement_howto_42,,,174753,,,活着经历了一场政变,OK,,
-119,174753,Survived a Military Coup,Lua/AchievementsData.lua(00605),achievement_description_42,,,174753,,,活着经历了一场政变,OK,,
-118,174753,Putsch and Judy,Lua/AchievementsData.lua(00609),achievement_name_42,,,174753,,,戈尔巴乔夫和“819”,OK,,
-117,174753,Survive an uprising,Lua/AchievementsData.lua(00620),achievement_howto_41,,,174753,,,从起义中幸存,OK,,
-116,174753,Survived an uprising,Lua/AchievementsData.lua(00618),achievement_description_41,,,174753,,,从起义中幸存,OK,,
-115,174753,Let Them Eat Cake,Lua/AchievementsData.lua(00622),achievement_name_41,,,174753,,,请他们吃蛋糕吧！,OK,,
-114,174753,Survive a rebel attack against the Palace,Lua/AchievementsData.lua(00633),achievement_howto_40,,,174753,,,在叛军对皇宫的袭击中活下来,OK,,
-113,174753,Survived a rebel attack against the Palace,Lua/AchievementsData.lua(00631),achievement_description_40,,,174753,,,在叛军对皇宫的袭击中活下来,OK,,
-112,174753,History Will Absolve Me,Lua/AchievementsData.lua(00635),achievement_name_40,,,174753,,,“历史也会原谅我们”-布莱尔,OK,,
-111,174753,Have 7 Dynasty members,Lua/AchievementsData.lua(00269),achievement_howto_39,,,174753,,,有7个家族成员,OK,,
-110,174753,Had 7 Dynasty members,Lua/AchievementsData.lua(00267),achievement_description_39,,,174753,,,曾有7个家族成员,OK,,
-109,174753,Presidente's Seven,Lua/AchievementsData.lua(00271),achievement_name_39,,,174753,,,七王争嫡,OK,,
-108,174753,Change the looks of a dynasty member,Lua/AchievementsData.lua(00438),achievement_howto_38,,,174753,,,给一名家族成员变装,OK,,
-107,174753,Changed the looks of a dynasty member,Lua/AchievementsData.lua(00436),achievement_description_38,,,174753,,,曾给一名家族成员变装,OK,,
-106,174753,"Mirror, Mirror On The Wall",Lua/AchievementsData.lua(00440),achievement_name_38,,,174753,,,魔镜！魔镜！,OK,,
-105,174753,Recognize a new heir,Lua/AchievementsData.lua(00555),achievement_howto_37,,,174753,,,立下一个新的继承人,OK,,
-104,174753,Recognized a new heir,Lua/AchievementsData.lua(00553),achievement_description_37,,,174753,,,曾立下一个新的继承人,OK,,
-103,174753,Heir And Now,Lua/AchievementsData.lua(00557),achievement_name_37,,,174753,,,后继有人,OK,,
-102,174753,Have a dynasty member with a level 5 skill,Lua/AchievementsData.lua(00464),achievement_howto_36,,,174753,,,有一个家族成员有一个5级技能,OK,,
-101,174753,Had a dynasty member with a level 5 skill,Lua/AchievementsData.lua(00462),achievement_description_36,,,174753,,,曾有一个家族成员有一个5级技能,OK,,
-100,174753,Overqualified,Lua/AchievementsData.lua(00466),achievement_name_36,,,174753,,,融贯中西，学通古今,OK,,
-99,174753,Bribe a Faction Leader,Lua/AchievementsData.lua(00360),achievement_howto_35,,,174753,,,贿赂一个派系领袖,OK,,
-98,174753,Bribed a Faction Leader,Lua/AchievementsData.lua(00358),achievement_description_35,,,174753,,,曾贿赂一个派系领袖,OK,,
-97,174753,Greasing Palms,Lua/AchievementsData.lua(00362),achievement_name_35,,,174753,,,玛门与你同在,OK,,
-96,174753,Execute a Rebel Leader,Lua/AchievementsData.lua(00477),achievement_howto_34,,,174753,,,处决一名叛军头目,OK,,
-95,174753,Executed a Rebel Leader,Lua/AchievementsData.lua(00475),achievement_description_34,,,174753,,,曾处决一名叛军头目,OK,,
-94,174753,Cause of Death,Lua/AchievementsData.lua(00479),achievement_name_34,,,174753,,,取死之道,OK,,
-93,174753,Reach overall happiness of 77 ,Lua/AchievementsData.lua(00282),achievement_howto_33,,,174753,,,幸福度达到77以上,OK,,
-92,174753,Reached overall happiness of 77 ,Lua/AchievementsData.lua(00280),achievement_description_33,,,174753,,,幸福度曾达到77以上,OK,,
-91,174753,In Seventh Heaven,Lua/AchievementsData.lua(00284),achievement_name_33,,,174753,,,欢天喜地,OK,,
-90,174753,Have all happiness values above 50,Lua/AchievementsData.lua(00321),achievement_howto_32,,,174753,,,幸福度达到50以上,OK,,
-89,174753,Had all happiness values above 50,Lua/AchievementsData.lua(00319),achievement_description_32,,,174753,,,幸福度曾达到50以上,OK,,
-88,174753,Extraordinary Popular Delusions,Lua/AchievementsData.lua(00323),achievement_name_32,,,174753,,,柏拉图式幻觉,OK,,
-87,174753,Have 10 different industry buildings in a single game,Lua/AchievementsData.lua(00061),achievement_howto_31,,,174753,,,在单场游戏中建造10个不同的工业建筑,OK,,
-86,174753,Had 10 different industry buildings in a single game,Lua/AchievementsData.lua(00059),achievement_description_31,,,174753,,,曾在单场游戏中建造10个不同的工业建筑,OK,,
-85,174753,The Great Mogul,Lua/AchievementsData.lua(00063),achievement_name_31,,,174753,,,大托拉斯,OK,,
-84,174753,Earn $50 000 yearly revenue from Entertainment buildings,Lua/AchievementsData.lua(00243),achievement_howto_30,,,174753,,,从娱乐类建筑收取$50000年税税金,OK,,
-83,174753,Earned $50 000 yearly revenue from Entertainment buildings,Lua/AchievementsData.lua(00241),achievement_description_30,,,174753,,,曾从娱乐类建筑收取$50000年税税金,OK,,
-82,174753,A Barrel Of Monkeys,Lua/AchievementsData.lua(00245),achievement_name_30,,,174753,,,大把的钞票,OK,,
-81,174753,"Have Slob, Family, Cultural, Eco and Wealthy tourists at the same time on the island",Lua/AchievementsData.lua(00334),achievement_howto_29,,,174753,,,在岛上同时存在闲散游客，家庭游客，文艺游客，普通游客和土豪游客,OK,,
-80,183143,"Had Slob, Family, Cultural, Eco and Wealthy tourists at the same time on the island",Lua/AchievementsData.lua(00332),achievement_description_29,,,183143,,,曾在岛上同时存在闲散游客，家庭游客，文艺游客，普通游客和土豪游客,OK,,
-79,174753,Booked Solid,Lua/AchievementsData.lua(00336),achievement_name_29,,,174753,,,客房已满,OK,,
-78,174753,Have 5 foreign powers in your Embassies at the same time,Lua/AchievementsData.lua(00217),achievement_howto_28,,,174753,,,有5个列强同时在岛上驻扎大使馆,OK,,
-77,174753,Had 5 foreign powers in your Embassies at the same time,Lua/AchievementsData.lua(00215),achievement_description_28,,,174753,,,曾有5个列强同时在岛上驻扎大使馆,OK,,
-76,174753,Globalist,Lua/AchievementsData.lua(00219),achievement_name_28,,,174753,,,全球一体化,OK,,
-75,174753,Finish a game with relations of 100 with the US,Lua/AchievementsData.lua(00503),achievement_howto_27,,,174753,,,完成游戏时与美国关系达成100,OK,,
-74,174753,Finished a game with relations of 100 with the US,Lua/AchievementsData.lua(00501),achievement_description_27,,,174753,,,完成游戏时与美国关系达成了100,OK,,
-73,174753,United States of Tropico,Lua/AchievementsData.lua(00505),achievement_name_27,,,174753,,,海岛合众国,OK,,
-72,174753,Successfully complete 5 trade routes with China in a single game,Lua/AchievementsData.lua(00230),achievement_howto_26,,,174753,,,在单场游戏中成功地与中国建立5条商路,OK,,
-71,174753,Successfully completed 5 trade routes with China in a single game,Lua/AchievementsData.lua(00228),achievement_description_26,,,174753,,,曾在单场游戏中成功地与中国建立5条商路,OK,,
-70,174753,The China Card,Lua/AchievementsData.lua(00232),achievement_name_26,,,174753,,,一起来搓麻将吧,OK,,
-69,174753,Build more than 2 000 meters of roads in a single game,Lua/AchievementsData.lua(00139),achievement_howto_25,,,174753,,,在单场游戏中修建超2000米的路,OK,,
-68,174753,Built more than 2 000 meters of roads in a single game,Lua/AchievementsData.lua(00137),achievement_description_25,,,174753,,,曾在单场游戏中修建超2000米的路,OK,,
-67,174753,Infrastructor,Lua/AchievementsData.lua(00141),achievement_name_25,,,174753,,,要想富，先修路,OK,,
-66,174753,Earn over $$200 000 Swiss bank account,Lua/AchievementsData.lua(00191),achievement_howto_24,,,174753,,,在瑞士银行账户中有超过$$200000的存款,OK,,
-65,174753,Earned over $$200 000 Swiss bank account,Lua/AchievementsData.lua(00189),achievement_description_24,,,174753,,,曾在瑞士银行账户中有超过$$200000的存款,OK,,
-64,174753,Pension Plan,Lua/AchievementsData.lua(00193),achievement_name_24,,,174753,,,我交够了养老保险,OK,,
-63,174753,Build 150 buildings in a single game,Lua/AchievementsData.lua(00126),achievement_howto_23,,,174753,,,在单场游戏中建造150座建筑,OK,,
-62,174753,Built 150 buildings in a single game,Lua/AchievementsData.lua(00124),achievement_description_23,,,174753,,,在单场游戏中曾建造150座建筑,OK,,
-61,174753,The Town Of Cityville,Lua/AchievementsData.lua(00128),achievement_name_23,,,174753,,,特大城市,OK,,
-60,174753,Have more than 500 citizens in a single game,Lua/AchievementsData.lua(00256),achievement_howto_21,,,174753,,,在单场游戏中有超过500名居民,OK,,
-59,174753,Had more than 500 citizens in a single game,Lua/AchievementsData.lua(00254),achievement_description_21,,,174753,,,曾在单场游戏中有超过500名居民,OK,,
-58,174753,The Madness Of Crowds,Lua/AchievementsData.lua(00258),achievement_name_21,,,174753,,,各种拥挤，要崩溃了,OK,,
-57,174753,"Have more than 20 Plantations, Hydroponic Farms, Factory Farms and Ranches in a single game",Lua/AchievementsData.lua(00178),achievement_howto_20,,,174753,,,在单场游戏中拥有超过的20个种植园，水培农场，工业化牧场或牧场,OK,,
-56,174753,"Had more than 20 Plantations, Hydroponic Farms, Factory Farms and Ranches in a single game",Lua/AchievementsData.lua(00176),achievement_description_20,,,174753,,,曾在单场游戏中拥有超过的20个种植园，水培农场，工业化牧场或牧场,OK,,
-55,174753,Agricultural Community,Lua/AchievementsData.lua(00180),achievement_name_20,,,174753,,,农村合作社,OK,,
-54,174753,Export 100 000 Luxury Goods,Lua/AchievementsData.lua(00490),achievement_howto_19,,,174753,,,出口100000奢侈品,OK,,
-53,174753,Exported 100 000 Luxury Goods,Lua/AchievementsData.lua(00488),achievement_description_19,,,174753,,,出口了100000奢侈品,OK,,
-52,174753,Made In Tropico,Lua/AchievementsData.lua(00492),achievement_name_19,,,174753,,,海岛制造,OK,,
-51,174753,Rule for 100 months as a colonial governor,Lua/AchievementsData.lua(00087),achievement_howto_18,,,174753,,,作为殖民地州长统治了100个月,OK,,
-50,174753,Ruled for 100 months as a colonial governor,Lua/AchievementsData.lua(00085),achievement_description_18,,,174753,,,曾作为殖民地州长统治了100个月,OK,,
-49,174753,Everlasting Colony,Lua/AchievementsData.lua(00089),achievement_name_18,,,174753,,,永久殖民地,OK,,
-48,174753,Have relations higher than 90 with all factions in the Modern Era,Lua/AchievementsData.lua(00295),achievement_howto_17,,,174753,,,在现代时期与所有派系关系超过90,OK,,
-47,174753,Had relations higher than 90 with all factions in the Modern Era,Lua/AchievementsData.lua(00293),achievement_description_17,,,174753,,,在现代时期与所有派系关系超过90,OK,,
-46,174753,Friends With Benefits,Lua/AchievementsData.lua(00297),achievement_name_17,,,174753,,,天下谁人不识君,OK,,
-45,174753,Have managers in more than 15 buildings in a single game,Lua/AchievementsData.lua(00113),achievement_howto_16,,,174753,,,在单场游戏中经营15座以上的建筑,OK,,
-44,174753,Had managers in more than 15 buildings in a single game,Lua/AchievementsData.lua(00111),achievement_description_16,,,174753,,,曾在单场游戏中经营15座以上的建筑,OK,,
-43,174753,Middle Manager Of The Revolution,Lua/AchievementsData.lua(00115),achievement_name_16,,,174753,,,进击的督导,OK,,
-42,174753,Mine 100 000 ores and coal in a single game,Lua/AchievementsData.lua(00074),achievement_howto_15,,,174753,,,在单场游戏中开采100000的矿石或煤炭,OK,,
-41,174753,Mined 100 000 ores and coal in a single game,Lua/AchievementsData.lua(00072),achievement_description_15,,,174753,,,曾在单场游戏中开采100000的矿石或煤炭,OK,,
-40,174753,Mine! All Mine!,Lua/AchievementsData.lua(00076),achievement_name_15,,,174753,,,矿！全是老子的！！！,OK,,
-39,174753,Have a fleet of 12 trade ships,Lua/AchievementsData.lua(00100),achievement_howto_13,,,174753,,,拥有一只由12艘贸易船只组成的舰队,OK,,
-38,174753,Had a fleet of 12 trade ships,Lua/AchievementsData.lua(00098),achievement_description_13,,,174753,,,曾拥有一只由12艘贸易船只组成的舰队,OK,,
-37,174753,Sheep For Wood,Lua/AchievementsData.lua(00102),achievement_name_13,,,174753,,,舟船如云,OK,,
-36,174753,Produce and share 1 000 MW of power with another player,Lua/AchievementsData.lua(00581),achievement_howto_12,,,174753,,,生产并与另一名玩家共享1000MW能量,OK,,
-35,174753,Produced and shared 1 000 MW of power with another player,Lua/AchievementsData.lua(00579),achievement_description_12,,,174753,,,曾生产并与另一名玩家共享1000MW能量,OK,,
-34,174753,What Energy Crisis?,Lua/AchievementsData.lua(00583),achievement_name_12,,,174753,,,能源危机是什么？能吃么？,OK,,
-33,174753,Connect a dock with that of another player,Lua/AchievementsData.lua(00451),achievement_howto_11,,,174753,,,与另一为玩家建立海路联系,OK,,
-32,174753,Connected a dock with that of another player,Lua/AchievementsData.lua(00449),achievement_description_11,,,174753,,,曾与另一为玩家建立海路联系,OK,,
-31,174753,Naughty Docks,Lua/AchievementsData.lua(00453),achievement_name_11,,,174753,,,顽皮港口,OK,,
-30,174753,Win a multiplayer game by construction,Lua/AchievementsData.lua(00672),achievement_howto_10,,,174753,,,在多人游戏中获得建设胜利,OK,,
-29,174753,Won a multiplayer game by construction,Lua/AchievementsData.lua(00670),achievement_description_10,,,174753,,,曾在多人游戏中获得建设胜利,OK,,
-28,174753,Architerissimo,Lua/AchievementsData.lua(00674),achievement_name_10,,,174753,,,普奖获得者,OK,,
-27,174753,Win a multiplayer game by money,Lua/AchievementsData.lua(00685),achievement_howto_9,,,174753,,,在多人游戏中获得经济胜利,OK,,
-26,174753,Won a multiplayer game by money,Lua/AchievementsData.lua(00683),achievement_description_9,,,174753,,,曾在多人游戏中获得经济胜利,OK,,
-25,174753,It Prints Money!,Lua/AchievementsData.lua(00687),achievement_name_9,,,174753,,,印！钞！机！,OK,,
-24,174753,Win a multiplayer game by points,Lua/AchievementsData.lua(00698),achievement_howto_8,,,174753,,,在多人游戏中获得科技胜利,OK,,
-23,174753,Won a multiplayer game by points,Lua/AchievementsData.lua(00696),achievement_description_8,,,174753,,,曾在多人游戏中获得科技胜利,OK,,
-22,174753,Project Beale,Lua/AchievementsData.lua(00700),achievement_name_8,,,174753,,,工程师比尔,OK,,
-21,174753,Finish a multiplayer game,Lua/AchievementsData.lua(00516),achievement_howto_7,,,174753,,,完成一场多人游戏,OK,,
-20,174753,Finished a multiplayer game,Lua/AchievementsData.lua(00514),achievement_description_7,,,174753,,,完成一场多人游戏,OK,,
-19,174753,Good Sportsmanship,Lua/AchievementsData.lua(00518),achievement_name_7,,,174753,,,“更快，更高，更强”,OK,,
-18,174753,"Complete ""Hope""",Lua/AchievementsData.lua(00425),achievement_howto_6,,,174753,,,完成希望,OK,,
-17,174753,"Completed ""Hope""",Lua/AchievementsData.lua(00423),achievement_description_6,,,174753,,,完成希望,OK,,
-16,175474,Hope,Lua/AchievementsData.lua(00427),achievement_name_6,,,175474,,,当幸福来敲门,OK,,
-15,174753,"Complete ""Leon Must Die!""",Lua/AchievementsData.lua(00412),achievement_howto_5,,,174753,,,完成里昂必须死！,OK,,
-14,174753,"Completed ""Leon Must Die!""",Lua/AchievementsData.lua(00410),achievement_description_5,,,174753,,,完成里昂必须死！,OK,,
-13,175474,Leon Must Die!,Lua/AchievementsData.lua(00414),achievement_name_5,,,175474,,,这个杀手不太冷,OK,,
-12,174753,"Complete ""Back to the Past""",Lua/AchievementsData.lua(00399),achievement_howto_4,,,174753,,,完成回到过去,OK,,
-11,174753,"Completed ""Back to the Past""",Lua/AchievementsData.lua(00397),achievement_description_4,,,174753,,,完成回到过去,OK,,
-10,174753,Back to the Past,Lua/AchievementsData.lua(00401),achievement_name_4,,,174753,,,重返工业革命,OK,,
-9,174753,"Complete ""Day 0""",Lua/AchievementsData.lua(00386),achievement_howto_3,,,174753,,,完成世界末日,OK,,
-8,174753,"Completed ""Day 0""",Lua/AchievementsData.lua(00384),achievement_description_3,,,174753,,,完成世界末日,OK,,
-7,175474,Day 0,Lua/AchievementsData.lua(00388),achievement_name_3,,,175474,,,后天,OK,,
-6,174753,"Complete ""A New Dawn""",Lua/AchievementsData.lua(00373),achievement_howto_2,,,174753,,,完成新的黎明,OK,,
-5,174753,"Completed ""A New Dawn""",Lua/AchievementsData.lua(00371),achievement_description_2,,,174753,,,完成新的黎明,OK,,
-4,175474,A New Dawn,Lua/AchievementsData.lua(00375),achievement_name_2,,,175474,,,驶向黎明,OK,,
-3,174753,Finish all tutorials,Lua/AchievementsData.lua(00529),achievement_howto_1,,,174753,,,完成所有教学任务,OK,,
-2,174753,Finished all tutorials,Lua/AchievementsData.lua(00527),achievement_description_1,,,174753,,,完成所有教学任务,OK,,
-1,174753,Dictatorship 101,Lua/AchievementsData.lua(00531),achievement_name_1,,,174753,,,“9+2工程”,OK,,
210,174226,Display Name,Lua/Actor.lua(00003),,,,174226,,,显示名称,OK,,
211,174226,Image,Lua/Actor.lua(00004),,,,174226,,,肖像,OK,,
273,174226,Building Properties,Lua/Game/Building.lua(00042),,,,174226,,,建筑特性,OK,,
274,174226,<backcolor 192 192 192>Building Properties,Lua/Game/Building.lua(00050),,,,174226,,,<backcolor 192 192 192>建筑特性,OK,,
275,174226,City index,Lua/Game/Building.lua(00069),,,,174226,,,城市指数,OK,,
276,174226,Budget Level,Lua/Game/Building.lua(00072),,,,174226,,,预算等级,OK,,
277,174226,Max Budget,Lua/Game/Building.lua(00073),,,,174226,,,最高预算,OK,,
278,174226,Budget,Lua/Game/Building.lua(00074),,,,174226,,,预算,OK,,
279,174226,Effectiveness,Lua/Game/Building.lua(00075),,,,174226,,,效益,OK,,
281,174226,Monthly Production,Lua/Game/Building.lua(00076),,,,174226,,,月产量,OK,,
282,174226,Defence,Lua/Game/Building.lua(00077),,,,174226,,,防御,OK,,
